pulse_count,tube_rate,wall_time,monotonic
34798,22.904,1782445109.5721176,10742.260822756
34799,24.553,1782445110.5720704,10743.260775157
34799,24.553,1782445111.5720546,10744.260759143
34799,24.553,1782445112.5720482,10745.260752824
34801,24.553,1782445113.5720677,10746.260772508
34801,25.296,1782445114.5720506,10747.26075551
34801,25.296,1782445115.5720558,10748.260760673
34801,25.296,1782445116.5720563,10749.260760963
34801,25.296,1782445117.57205,10750.260754947
34801,25.296,1782445118.57205,10751.2607551
34801,25.296,1782445119.572047,10752.260751879
34801,25.296,1782445120.5720484,10753.260753167
34802,22.571,1782445121.5720453,10754.260749981
34802,22.571,1782445122.5720632,10755.260768544
34802,22.571,1782445123.5720558,10756.260760684
34802,22.571,1782445124.5720484,10757.260753089
34802,22.571,1782445125.5720649,10758.260769671
34802,22.571,1782445126.572066,10759.260770585
34802,22.571,1782445127.5720532,10760.26075823
34802,22.571,1782445128.572047,10761.260751884
34802,22.571,1782445129.5720553,10762.260760069
34803,19.426,1782445130.572058,10763.260762677
34803,19.426,1782445131.5720565,10764.260761434
34803,19.426,1782445132.5720847,10765.260789764
34803,19.426,1782445133.5720515,10766.260756212
34803,19.426,1782445134.572077,10767.260781818
34804,18.638,1782445135.5720627,10768.260784752
34804,18.638,1782445136.5720487,10769.260753325
34804,18.638,1782445137.5720816,10770.260786264
34804,18.638,1782445138.5720701,10771.260774952
34804,18.638,1782445139.5721438,10772.26084854
34804,18.638,1782445140.572094,10773.260798912
34805,17.179,1782445141.5720558,10774.260760611
34805,17.179,1782445142.5720491,10775.260754015
34805,17.179,1782445143.572051,10776.260755594
34806,17.098,1782445144.5720525,10777.260757263
34806,17.098,1782445145.5720704,10778.260775408
34807,17.215,1782445146.5720668,10779.260772192
34807,17.215,1782445147.5720816,10780.260786662
34808,16.807,1782445148.572091,10781.260795785
34809,16.947,1782445149.5720885,10782.260793261
34809,16.947,1782445150.572058,10783.260762563
34809,16.947,1782445151.5720537,10784.260759008
34809,16.947,1782445152.5720506,10785.260755373
34810,16.838,1782445153.57205,10786.260754989
34810,16.838,1782445154.572054,10787.260758633
34810,16.838,1782445155.5720496,10788.260754319
34811,16.186,1782445156.5720534,10789.260758223
34811,16.186,1782445157.5720534,10790.26075817
34811,16.186,1782445158.5720499,10791.260754617
34811,16.186,1782445159.5720885,10792.260793263
34811,16.186,1782445160.5720558,10793.260760619
34811,16.186,1782445161.5720642,10794.260769463
34811,16.186,1782445162.5720527,10795.260757408
34811,16.186,1782445163.5720522,10796.260757075
34811,16.186,1782445164.5720685,10797.260773497
34811,16.186,1782445165.5720704,10798.260775331
34811,16.186,1782445166.5720563,10799.260761584
34814,14.486,1782445167.5720522,10800.260756889
34815,16.426,1782445168.572053,10801.260757702
34817,18.761,1782445169.572071,10802.260775767
34817,18.761,1782445170.5720491,10803.260753976
34817,18.761,1782445171.5720613,10804.260766044
34817,18.761,1782445172.5720677,10805.260772908
34817,18.761,1782445173.5720527,10806.26075733
34817,18.761,1782445174.5720484,10807.260753037
34817,18.761,1782445175.5720491,10808.260753788
34817,18.761,1782445176.5720818,10809.260786632
34817,18.761,1782445177.5720558,10810.260760399
34817,18.761,1782445178.5720525,10811.26075728
34817,18.761,1782445179.572049,10812.260753552
34818,16.209,1782445180.5720723,10813.260777011
34819,16.791,1782445181.5720675,10814.260772184
34819,16.791,1782445182.5720484,10815.260753083
34819,16.791,1782445183.5720742,10816.260779413
34819,16.791,1782445184.572062,10817.260766548
34819,16.791,1782445185.572048,10818.260752499
34819,16.791,1782445186.5720773,10819.260782007
34819,16.791,1782445187.5720692,10820.26077389
34819,16.791,1782445188.5720568,10821.260761539
34820,15.811,1782445189.572075,10822.260779658
34820,15.811,1782445190.572046,10823.260750832
34820,15.811,1782445191.572051,10824.26075555
34821,15.811,1782445192.5720503,10825.260755299
34821,15.771,1782445193.572057,10826.260761885
34821,15.771,1782445194.5720894,10827.260794088
34821,15.771,1782445195.5720484,10828.260753056
34821,15.771,1782445196.5720816,10829.260786446
34821,15.771,1782445197.5720537,10830.260758533
34822,16.706,1782445198.5720563,10831.260761138
34822,16.706,1782445199.5720875,10832.26079236
34822,16.706,1782445200.572081,10833.260785996
34822,16.706,1782445201.5720904,10834.260795139
34822,16.706,1782445202.5720496,10835.260754377
34822,16.706,1782445203.5720904,10836.260795058
34822,16.706,1782445204.5720723,10837.260776854
34823,16.181,1782445205.5720825,10838.260787007
34823,16.181,1782445206.5720892,10839.260793882
34823,16.181,1782445207.572084,10840.260788693
34824,16.818,1782445208.572079,10841.260784223
34824,16.818,1782445209.5721195,10842.260824232
34824,16.818,1782445210.5720963,10843.260801378
34824,16.818,1782445211.572049,10844.26075372
34825,16.686,1782445212.5720859,10845.260790474
34825,16.686,1782445213.5721264,10846.260831249
34825,16.686,1782445214.5720587,10847.260763492
34826,16.363,1782445215.5720546,10848.260759333
34826,16.363,1782445216.5721464,10849.260851139
34827,16.438,1782445217.5720768,10850.260781677
34828,16.386,1782445218.572069,10851.260773662
34828,16.386,1782445219.5720537,10852.260759032
34828,16.386,1782445220.5721076,10853.260812186
34828,16.386,1782445221.5720782,10854.260783065
34828,16.386,1782445222.5720475,10855.260752203
34828,16.386,1782445223.5720897,10856.260794426
34828,16.386,1782445224.572094,10857.260798753
34828,16.386,1782445225.5720572,10858.260762136
34828,16.386,1782445226.5721323,10859.260837152
34828,16.386,1782445227.5721283,10860.260833128
34831,18.614,1782445228.5721207,10861.260825219
34832,18.614,1782445229.5720851,10862.26078996
34832,18.974,1782445230.5721169,10863.260821506
34832,18.974,1782445231.5720828,10864.26078736
34832,18.974,1782445232.572124,10865.260828681
34832,18.974,1782445233.5720856,10866.260790119
34832,18.974,1782445234.5721154,10867.260820049
34832,18.974,1782445235.5721157,10868.260820392
34832,18.974,1782445236.5720894,10869.260794074
34832,18.974,1782445237.5720842,10870.26078893
34832,18.974,1782445238.572048,10871.260752571
34832,18.974,1782445239.5720778,10872.26078233
34832,18.974,1782445240.5720818,10873.260786674
34832,18.974,1782445241.5720668,10874.260771856
34832,18.974,1782445242.5720482,10875.260752818
34833,15.009,1782445243.572047,10876.260751728
34833,15.009,1782445244.5720878,10877.260792402
34834,15.393,1782445245.5720544,10878.260759048
34834,15.393,1782445246.572053,10879.260757794
34834,15.393,1782445247.5720494,10880.260754055
34834,15.393,1782445248.5720832,10881.260787904
34834,15.393,1782445249.572088,10882.26079269
34835,13.964,1782445250.5720553,10883.260759939
34835,13.964,1782445251.5720477,10884.260752195
34835,13.964,1782445252.5720649,10885.260769592
34835,13.964,1782445253.5720487,10886.260753446
34835,13.964,1782445254.572047,10887.260751766
34836,13.85,1782445255.572053,10888.260757846
34836,13.85,1782445256.5720563,10889.260761627
34836,13.85,1782445257.5720513,10890.260756001
34839,14.695,1782445258.572073,10891.2607776
34839,16.203,1782445259.5720491,10892.260753854
34839,16.203,1782445260.5720527,10893.260757515
34839,16.203,1782445261.5720527,10894.260757428
34839,16.203,1782445262.572175,10895.260880402
34839,16.203,1782445263.5720546,10896.260759259
34840,15.869,1782445264.5720823,10897.26078686
34840,15.869,1782445265.5721292,10898.260833999
34840,15.869,1782445266.5720944,10899.260799154
34841,16.406,1782445267.5720804,10900.260785054
34842,16.406,1782445268.5720675,10901.260772376
34843,18.622,1782445269.572051,10902.26075574
34843,18.622,1782445270.5720544,10903.260759143
34843,18.622,1782445271.5720487,10904.260753245
34843,18.622,1782445272.5720842,10905.260788951
34844,18.669,1782445273.5720918,10906.26079695
34844,18.669,1782445274.5720654,10907.260770363
34844,18.669,1782445275.5720904,10908.260795531
34844,18.669,1782445276.5721352,10909.26084025
34844,18.669,1782445277.572084,10910.26078868
34844,18.669,1782445278.5720775,10911.26078233
34844,18.669,1782445279.5720654,10912.260770095
34845,17.466,1782445280.5720935,10913.260798583
34846,17.597,1782445281.572049,10914.260753532
34846,17.597,1782445282.5720806,10915.260785316
34846,17.597,1782445283.5721292,10916.260833901
34846,17.597,1782445284.572112,10917.26081676
34847,17.597,1782445285.572086,10918.260790835
34847,16.748,1782445286.5720453,10919.26075007
34847,16.748,1782445287.572046,10920.26075073
34847,16.748,1782445288.572107,10921.260811578
34847,16.748,1782445289.5721545,10922.260859238
34847,16.748,1782445290.5721557,10923.260860359
34848,16.748,1782445291.5721335,10924.260838423
34848,17.62,1782445292.57213,10925.260834664
34848,17.62,1782445293.5721257,10926.26083047
34848,17.62,1782445294.572128,10927.260832603
34849,17.62,1782445295.5720775,10928.260782321
34850,18.341,1782445296.5721169,10929.260821403
34851,16.803,1782445297.5720837,10930.260788354
34851,16.803,1782445298.57212,10931.260825169
34852,20.191,1782445299.5720482,10932.260752985
34852,20.191,1782445300.5721228,10933.260827711
34852,20.191,1782445301.5721138,10934.260818833
34853,19.965,1782445302.5720913,10935.260795975
34853,19.965,1782445303.5720804,10936.260785207
34853,19.965,1782445304.5720942,10937.260798878
34853,19.965,1782445305.57205,10938.260754989
34854,20.168,1782445306.5720465,10939.260751449
34855,21.615,1782445307.5720499,10940.260754478
34856,21.615,1782445308.5720494,10941.260754047
34856,22.091,1782445309.5720475,10942.260752166
34857,22.812,1782445310.572097,10943.260801746
34858,22.812,1782445311.5720859,10944.260790595
34858,21.166,1782445312.572083,10945.260788082
34859,21.166,1782445313.572048,10946.260752507
34860,23.91,1782445314.5721045,10947.260809515
34860,23.91,1782445315.5720887,10948.260793518
34860,23.91,1782445316.5720804,10949.260785145
34860,23.91,1782445317.5720825,10950.260787035
34860,23.91,1782445318.5720518,10951.260756451
34860,23.91,1782445319.5720503,10952.260755073
34860,23.91,1782445320.5720897,10953.260794181
34860,23.91,1782445321.5721095,10954.26081417
34860,23.91,1782445322.5720823,10955.260786793
34861,20.768,1782445323.5720477,10956.260752414
34861,20.768,1782445324.57205,10957.260755227
34861,20.768,1782445325.5720782,10958.260783129
34861,20.768,1782445326.5721247,10959.260829482
34861,20.768,1782445327.5720801,10960.260784876
34861,20.768,1782445328.5721245,10961.260829159
34861,20.768,1782445329.5720625,10962.260767314
34861,20.768,1782445330.5721104,10963.26081519
34861,20.768,1782445331.5721388,10964.260843852
34861,20.768,1782445332.5721343,10965.260839072
34863,18.767,1782445333.5721383,10966.260842977
34863,18.767,1782445334.5720482,10967.260752749
34863,18.767,1782445335.5721285,10968.260833228
34863,18.767,1782445336.5720806,10969.260785222
34863,18.767,1782445337.5720773,10970.260781983
34863,18.767,1782445338.572094,10971.260798767
34863,18.767,1782445339.572052,10972.260756547
34863,18.767,1782445340.572121,10973.260825369
34864,18.466,1782445341.5721111,10974.260815679
34864,18.466,1782445342.5720968,10975.260801569
34864,18.466,1782445343.5720818,10976.260786618
34864,18.466,1782445344.5720441,10977.260748652
34864,18.466,1782445345.5720532,10978.260757841
34864,18.466,1782445346.5721297,10979.260834555
34864,18.466,1782445347.5720904,10980.260794975
34865,18.466,1782445348.5720997,10981.260804347
34865,16.761,1782445349.5720873,10982.260792057
34865,16.761,1782445350.5720487,10983.260753356
34865,16.761,1782445351.5721147,10984.260819424
34865,16.761,1782445352.5720935,10985.260798236
34865,16.761,1782445353.5720825,10986.260787129
34865,16.761,1782445354.572093,10987.260797494
34865,16.761,1782445355.5720506,10988.260755457
34865,16.761,1782445356.572087,10989.260791769
34866,15.861,1782445357.5720804,10990.260785013
34868,18.144,1782445358.5720499,10991.260754694
34869,18.799,1782445359.5720518,10992.260756433
34869,18.799,1782445360.5720527,10993.260757412
34869,18.799,1782445361.5720792,10994.2607837
34870,17.37,1782445362.5720494,10995.260754191
34872,17.711,1782445363.5720825,10996.260787109
34872,18.22,1782445364.572131,10997.260835574
34872,18.22,1782445365.5720491,10998.260753763
34872,18.22,1782445366.5720534,10999.260758257
34872,18.22,1782445367.5720673,11000.260772457
34874,18.333,1782445368.5720494,11001.260754114
34874,18.193,1782445369.5720491,11002.260753852
34875,18.405,1782445370.5720484,11003.260753123
34875,18.405,1782445371.5721056,11004.260810508
34876,18.238,1782445372.5721092,11005.260813948
34877,18.422,1782445373.572083,11006.260787512
34878,18.422,1782445374.5720828,11007.260787473
34878,18.436,1782445375.5720778,11008.260783018
34878,18.436,1782445376.5720859,11009.260790837
34878,18.436,1782445377.5720816,11010.260786319
34879,18.509,1782445378.572132,11011.260837323
34879,18.509,1782445379.5721328,11012.260837964
34879,18.509,1782445380.5720553,11013.260760032
34879,18.509,1782445381.572114,11014.260819051
34879,18.509,1782445382.572074,11015.260779344
34879,18.509,1782445383.5720496,11016.260755021
34880,18.542,1782445384.5720983,11017.26080297
34880,18.542,1782445385.5720692,11018.260773957
34880,18.542,1782445386.572079,11019.260783454
34880,18.542,1782445387.5721276,11020.260832258
34880,18.542,1782445388.5721066,11021.260811107
34880,18.542,1782445389.5721238,11022.260828779
34880,18.542,1782445390.5721262,11023.260830803
34880,18.542,1782445391.572128,11024.260832712
34880,18.542,1782445392.572047,11025.26075176
34880,18.542,1782445393.572086,11026.260790644
34880,18.542,1782445394.5720925,11027.260797295
34880,18.542,1782445395.572079,11028.260783412
34880,18.542,1782445396.5720468,11029.260751573
34880,18.542,1782445397.5720963,11030.260800883
34880,18.542,1782445398.5720613,11031.260765819
34880,18.542,1782445399.5720499,11032.260754512
34880,18.542,1782445400.57205,11033.260754918
34880,18.542,1782445401.5720804,11034.260785008
34880,18.542,1782445402.572095,11035.260799835
34880,18.542,1782445403.5720809,11036.260785675
34881,15.915,1782445404.5720818,11037.260786639
34881,15.915,1782445405.5720499,11038.260754567
34881,15.915,1782445406.5720553,11039.260760117
34883,17.086,1782445407.5720806,11040.260785438
34883,17.086,1782445408.572074,11041.260778799
34883,17.086,1782445409.5720754,11042.260780048
34883,17.086,1782445410.5720758,11043.260780332
34883,17.086,1782445411.5720496,11044.260754381
34883,17.086,1782445412.5720513,11045.260755981
34883,17.086,1782445413.572058,11046.260762618
34883,17.086,1782445414.5720532,11047.260757879
34884,17.086,1782445415.572054,11048.260758817
34884,16.793,1782445416.5720928,11049.260797426
34884,16.793,1782445417.5721276,11050.260832811
34885,18.64,1782445418.5720584,11051.260763133
34885,18.64,1782445419.5720904,11052.260795076
34885,18.64,1782445420.5721061,11053.260811148
34885,18.64,1782445421.5720844,11054.26078989
34885,18.64,1782445422.5721154,11055.260820171
34885,18.64,1782445423.5720682,11056.260772892
34885,18.64,1782445424.5720816,11057.260786287
34885,18.64,1782445425.5720532,11058.260757918
34885,18.64,1782445426.5720797,11059.260784316
34887,17.19,1782445427.57205,11060.26075495
34887,17.19,1782445428.572079,11061.2607837
34887,17.19,1782445429.5720677,11062.260772556
34887,17.19,1782445430.5720942,11063.260798978
34887,17.19,1782445431.5720942,11064.260798897
34887,17.19,1782445432.572074,11065.260778776
34887,17.19,1782445433.57205,11066.260754969
34887,17.19,1782445434.572083,11067.260787661
34887,17.19,1782445435.572133,11068.260837864
34888,14.777,1782445436.5721333,11069.260838134
34889,15.113,1782445437.5720897,11070.260794373
34891,15.2,1782445438.5721316,11071.260836791
34891,15.2,1782445439.5721262,11072.260831354
34891,15.2,1782445440.5720594,11073.2607641
34892,15.575,1782445441.57212,11074.260824787
34892,15.575,1782445442.5721512,11075.260855875
34893,15.219,1782445443.572086,11076.260790707
34893,15.219,1782445444.5720465,11077.260751332
34893,15.219,1782445445.57205,11078.260754872
34893,15.219,1782445446.5721326,11079.260837279
34893,15.219,1782445447.5721111,11080.260815697
34893,15.219,1782445448.572075,11081.260779613
34894,14.345,1782445449.5720804,11082.260785101
34894,14.345,1782445450.5721014,11083.260806166
34894,14.345,1782445451.5720494,11084.260754119
34894,14.345,1782445452.5720885,11085.260793297
34895,13.957,1782445453.57205,11086.260754839
34896,13.957,1782445454.5720918,11087.2607986
34896,13.849,1782445455.5720847,11088.260789548
34896,13.849,1782445456.5721254,11089.260830065
34896,13.849,1782445457.572052,11090.260756703
34896,13.849,1782445458.5721183,11091.260822911
34896,13.849,1782445459.5721495,11092.260854267
34896,13.849,1782445460.5720885,11093.260793352
34897,13.129,1782445461.5720544,11094.260758927
34898,13.538,1782445462.5720477,11095.260752274
34898,13.538,1782445463.5720475,11096.260752144
34899,14.145,1782445464.5720487,11097.260753317
34899,14.145,1782445465.5720494,11098.260754132
34899,14.145,1782445466.5720506,11099.260755464
34899,14.145,1782445467.572086,11100.260790782
34900,14.145,1782445468.572049,11101.260753464
34901,17.438,1782445469.5720906,11102.260795196
34901,17.917,1782445470.57209,11103.26079472
34903,20.377,1782445471.5721161,11104.260821376
34903,20.377,1782445472.5720859,11105.260790452
34904,20.377,1782445473.5721264,11106.260831139
34904,20.117,1782445474.572052,11107.260756675
34905,23.482,1782445475.5721025,11108.260807769
34905,23.482,1782445476.5720744,11109.260779164
34905,23.482,1782445477.5720916,11110.260796319
34905,23.482,1782445478.572056,11111.260760857
34907,22.836,1782445479.5720532,11112.260758057
34907,25.771,1782445480.5720544,11113.260758993
34908,25.906,1782445481.5721285,11114.260833162
34908,25.906,1782445482.572073,11115.26077776
34908,25.906,1782445483.5720885,11116.260793251
34908,25.906,1782445484.5720725,11117.260777409
34908,25.906,1782445485.5721085,11118.260813529
34909,23.41,1782445486.5720937,11119.260798646
34910,24.146,1782445487.5721345,11120.260839048
34911,24.215,1782445488.572091,11121.260795968
34911,24.215,1782445489.572064,11122.260769043
34911,24.215,1782445490.5721304,11123.260835504
34913,23.464,1782445491.5720944,11124.26079941
34913,26.039,1782445492.5720813,11125.260786183
34913,26.039,1782445493.5721319,11126.26083656
34913,26.039,1782445494.5720806,11127.260785332
34913,26.039,1782445495.572084,11128.2607886
34914,26.278,1782445496.5720792,11129.260783904
34914,26.278,1782445497.572132,11130.260836704
34914,26.278,1782445498.572094,11131.260798702
34914,26.278,1782445499.5721312,11132.260835627
34914,26.278,1782445500.5720804,11133.260785205
34914,26.278,1782445501.5720918,11134.260796475
34914,26.278,1782445502.5721056,11135.260810518
34914,26.278,1782445503.5720856,11136.260790168
34914,26.278,1782445504.572057,11137.260761809
34914,26.278,1782445505.5720522,11138.260756809
34914,26.278,1782445506.5720847,11139.260789517
34914,26.278,1782445507.5721252,11140.260830127
34915,21.132,1782445508.5720568,11141.260761602
34915,21.132,1782445509.5720754,11142.260780172
34917,23.507,1782445510.5721052,11143.260810078
34917,23.507,1782445511.572049,11144.260753653
34918,23.747,1782445512.5720904,11145.260794972
34918,23.747,1782445513.572052,11146.260756538
34918,23.747,1782445514.57206,11147.260764854
34918,23.747,1782445515.5720873,11148.260791952
34918,23.747,1782445516.5720491,11149.260753923
34918,23.747,1782445517.5720475,11150.260752133
34918,23.747,1782445518.572056,11151.260760785
34919,23.747,1782445519.57205,11152.260754793
34921,22.91,1782445520.5720863,11153.260791022
34923,23.803,1782445521.572046,11154.260750751
34923,23.803,1782445522.572054,11155.26075886
34923,23.803,1782445523.5720885,11156.26079341
34924,23.161,1782445524.572081,11157.260786553
34924,23.161,1782445525.5720859,11158.260790491
34925,24.144,1782445526.572049,11159.260753717
34925,24.144,1782445527.5720797,11160.260784418
34925,24.144,1782445528.572083,11161.260787695
34925,24.144,1782445529.5720801,11162.260784783
34925,24.144,1782445530.5720553,11163.260760043
34925,24.144,1782445531.5720537,11164.26075846
34926,21.521,1782445532.5720904,11165.260795269
34926,21.521,1782445533.572079,11166.260783629
34927,21.419,1782445534.5720851,11167.260789833
34928,23.044,1782445535.572097,11168.260801901
34929,22.994,1782445536.572111,11169.26081546
34929,22.994,1782445537.572091,11170.260795716
34929,22.994,1782445538.572079,11171.260783608
34930,22.103,1782445539.5721354,11172.260840042
34930,22.103,1782445540.5721292,11173.260834394
34931,22.645,1782445541.5720887,11174.260793592
34931,22.645,1782445542.5720937,11175.260798518
34932,21.992,1782445543.572128,11176.260832774
34932,21.992,1782445544.5720932,11177.260797813
34933,21.992,1782445545.5720856,11178.260790083
34933,22.576,1782445546.572095,11179.2608002
34933,22.576,1782445547.57211,11180.260814474
34933,22.576,1782445548.5720916,11181.260796342
34933,22.576,1782445549.5721269,11182.260831736
34935,28.35,1782445550.5720468,11183.260751557
34935,28.35,1782445551.5721297,11184.260834471
34935,28.35,1782445552.5720572,11185.260761972
34936,27.771,1782445553.5721292,11186.260833852
34936,27.771,1782445554.5721314,11187.260835945
34936,27.771,1782445555.5720482,11188.260752857
34936,27.771,1782445556.5720537,11189.260758592
34936,27.771,1782445557.572094,11190.260798686
34936,27.771,1782445558.5720527,11191.260757568
34936,27.771,1782445559.572116,11192.260820972
34936,27.771,1782445560.57208,11193.260784545
34936,27.771,1782445561.5720816,11194.260786354
34937,22.756,1782445562.572049,11195.260753621
34938,25.974,1782445563.5720804,11196.260785152
34938,25.974,1782445564.5720587,11197.26076336
34940,27.457,1782445565.5720484,11198.260753148
34940,27.457,1782445566.5720727,11199.26077754
34940,27.457,1782445567.572085,11200.260789691
34940,27.457,1782445568.5721033,11201.260807898
34941,23.608,1782445569.572051,11202.260755532
34941,23.608,1782445570.57205,11203.260754845
34941,23.608,1782445571.5720782,11204.260783519
34941,23.608,1782445572.5720897,11205.26079461
34941,23.608,1782445573.572107,11206.260812645
34942,22.519,1782445574.5721328,11207.260837628
34942,22.519,1782445575.5720882,11208.260793358
34942,22.519,1782445576.572132,11209.260836818
34942,22.519,1782445577.5720527,11210.260757454
34942,22.519,1782445578.572124,11211.260828473
34942,22.519,1782445579.5720558,11212.2607606
34942,22.519,1782445580.5721312,11213.260835706
34942,22.519,1782445581.5720832,11214.260787926
34942,22.519,1782445582.5720627,11215.260767339
34942,22.519,1782445583.572076,11216.260781065
34944,19.417,1782445584.572054,11217.260758821
34945,21.314,1782445585.5721295,11218.260834557
34945,21.314,1782445586.572049,11219.260753492
34945,21.314,1782445587.5720503,11220.260755175
34945,21.314,1782445588.5721,11221.26080493
34946,20.496,1782445589.5721254,11222.260830012
34946,20.496,1782445590.5720859,11223.260790414
34948,20.714,1782445591.5721056,11224.260810817
34948,20.714,1782445592.5721295,11225.260834095
34948,20.714,1782445593.5721283,11226.260833312
34948,20.714,1782445594.572088,11227.260792831
34948,20.714,1782445595.572121,11228.260825624
34951,21.278,1782445596.572087,11229.260791641
34951,21.278,1782445597.572135,11230.260839503
34953,21.524,1782445598.5720835,11231.260787978
34954,24.293,1782445599.5721314,11232.26083601
34954,24.293,1782445600.5720794,11233.26078397
34954,24.293,1782445601.5721283,11234.260832979
34954,24.293,1782445602.5721073,11235.260812071
34954,24.293,1782445603.5721042,11236.260808738
34954,24.293,1782445604.5720925,11237.260797172
34954,24.293,1782445605.5720909,11238.260795686
34954,24.293,1782445606.5721364,11239.260841249
34954,24.293,1782445607.5720494,11240.260754073
34956,24.55,1782445608.5720625,11241.260767255
34956,24.55,1782445609.5720563,11242.260761046
34956,24.55,1782445610.5721433,11243.260848142
34956,24.55,1782445611.5720866,11244.260791312
34957,23.243,1782445612.5720835,11245.260788006
34957,23.243,1782445613.5720816,11246.260786478
34957,23.243,1782445614.5720868,11247.260791653
34957,23.243,1782445615.572051,11248.260755819
34957,23.243,1782445616.5720549,11249.260759434
34957,23.243,1782445617.5720482,11250.260752873
34958,21.405,1782445618.5720565,11251.260761313
34958,21.405,1782445619.5720534,11252.260758331
34958,21.405,1782445620.5720532,11253.260758021
34958,21.405,1782445621.572051,11254.2607555
34958,21.405,1782445622.5720525,11255.260757159
34958,21.405,1782445623.5720582,11256.260762962
34958,21.405,1782445624.5720794,11257.260784496
34958,21.405,1782445625.5720632,11258.260768207
34958,21.405,1782445626.5720842,11259.260788853
34958,21.405,1782445627.5721455,11260.260849956
34958,21.405,1782445628.5720568,11261.260761586
34960,18.789,1782445629.572056,11262.26076092
34960,18.789,1782445630.5720878,11263.260792421
34960,18.789,1782445631.5721421,11264.260846628
34960,18.789,1782445632.572094,11265.260798673
34960,18.789,1782445633.5720818,11266.260786573
34960,18.789,1782445634.5720825,11267.260787063
34961,18.46,1782445635.5720494,11268.260753972
34962,21.628,1782445636.572136,11269.260840523
34962,21.628,1782445637.5720484,11270.260753154
34962,21.628,1782445638.5720894,11271.260794068
34962,21.628,1782445639.572048,11272.260752639
34962,21.628,1782445640.572049,11273.260753752
34962,21.628,1782445641.5720983,11274.260803045
34962,21.628,1782445642.572137,11275.260841896
34962,21.628,1782445643.5720484,11276.260753233
34962,21.628,1782445644.572051,11277.260756308
34964,18.949,1782445645.572091,11278.260795834
34964,18.949,1782445646.5720859,11279.260790331
34964,18.949,1782445647.572077,11280.260781871
34965,19.263,1782445648.5721138,11281.260818312
34965,19.263,1782445649.5720913,11282.260796283
34966,19.12,1782445650.5720463,11283.260750932
34966,19.12,1782445651.5721343,11284.260838816
34967,19.473,1782445652.572125,11285.260829488
34967,19.473,1782445653.5720835,11286.260788223
34967,19.473,1782445654.572053,11287.260757642
34968,19.094,1782445655.572047,11288.260751732
34969,19.768,1782445656.57208,11289.260784477
34970,20.42,1782445657.5720491,11290.26075382
34971,18.9,1782445658.5721452,11291.26084977
34972,18.744,1782445659.5720809,11292.260785475
34972,18.744,1782445660.5720575,11293.260762347
34972,18.744,1782445661.5720553,11294.260759993
34972,18.744,1782445662.5720494,11295.260754121
34974,20.451,1782445663.5720828,11296.260787313
34975,21.148,1782445664.572051,11297.260755648
34975,21.148,1782445665.5720842,11298.2607888
34975,21.148,1782445666.5720468,11299.260751577
34975,21.148,1782445667.5720594,11300.260764227
34975,21.148,1782445668.5720625,11301.260767331
34976,19.957,1782445669.5720525,11302.260757056
34977,21.819,1782445670.5720496,11303.260754317
34977,21.819,1782445671.5720487,11304.260753288
34977,21.819,1782445672.5720496,11305.260754282
34977,21.819,1782445673.5720499,11306.26075462
34977,21.819,1782445674.5720556,11307.260760129
34977,21.819,1782445675.5720587,11308.260763415
34978,23.89,1782445676.5721295,11309.260834962
34979,24.632,1782445677.5720878,11310.260792544
34979,24.632,1782445678.5720935,11311.260800236
34979,24.632,1782445679.5720572,11312.260762759
34979,24.632,1782445680.5720537,11313.260758486
34979,24.632,1782445681.5720873,11314.260792097
34980,24.033,1782445682.5720727,11315.260777334
34981,24.185,1782445683.572084,11316.260788709
34981,24.185,1782445684.57207,11317.260774657
34981,24.185,1782445685.5720675,11318.260772199
34981,24.185,1782445686.5720527,11319.260757391
34981,24.185,1782445687.5720487,11320.26075328
34983,27.687,1782445688.5720696,11321.260774675
34983,27.687,1782445689.572049,11322.260753523
34983,27.687,1782445690.5720897,11323.260794258
34983,27.687,1782445691.5720916,11324.260796286
34983,27.687,1782445692.5720599,11325.260764512
34983,27.687,1782445693.5720477,11326.260752723
34985,25.449,1782445694.572075,11327.260779907
34986,25.449,1782445695.5720894,11328.260794149
34986,25.561,1782445696.572094,11329.260798696
34986,25.561,1782445697.572106,11330.260810798
34986,25.561,1782445698.572091,11331.260795706
34986,25.561,1782445699.5721283,11332.260833109
34987,25.239,1782445700.5720894,11333.260794012
34988,25.122,1782445701.572138,11334.260842775
34988,25.122,1782445702.572088,11335.260792751
34988,25.122,1782445703.5720737,11336.260778322
34988,25.122,1782445704.572078,11337.260782817
34989,23.544,1782445705.5720866,11338.260791791
34989,23.544,1782445706.5721107,11339.260815362
34990,23.246,1782445707.5720835,11340.260788119
34990,23.246,1782445708.5720606,11341.260765393
34990,23.246,1782445709.5720513,11342.260755962
34990,23.246,1782445710.5721252,11343.260829979
34990,23.246,1782445711.5721042,11344.260808994
34991,21.308,1782445712.5720534,11345.260758191
34992,22.505,1782445713.572047,11346.260751821
34993,23.231,1782445714.5720518,11347.260756335
34995,24.629,1782445715.5720446,11348.260749162
34995,24.629,1782445716.5720859,11349.260790437
34997,23.999,1782445717.5720532,11350.260757997
34997,26.801,1782445718.5720544,11351.260759087
34997,26.801,1782445719.5721211,11352.26082578
34997,26.801,1782445720.5721118,11353.260816507
34997,26.801,1782445721.5720599,11354.260764824
34997,26.801,1782445722.572084,11355.260788613
