pulse_count,tube_rate,wall_time,monotonic
34997,26.801,1782445723.5721262,11356.260831069
34997,26.801,1782445724.5720518,11357.260756533
34997,26.801,1782445725.572063,11358.260767786
34997,26.801,1782445726.5720954,11359.260800237
34998,22.674,1782445727.572054,11360.26075861
34998,22.674,1782445728.5720532,11361.2607585
34999,24.11,1782445729.5720696,11362.260774408
34999,24.11,1782445730.5720482,11363.260752963
35000,24.11,1782445731.5720875,11364.260792355
35000,23.194,1782445732.5720477,11365.260752333
35000,23.194,1782445733.572047,11366.260751753
35000,23.194,1782445734.5720973,11367.260801922
35000,23.194,1782445735.5720491,11368.260753918
35000,23.194,1782445736.5720506,11369.260755968
35000,23.194,1782445737.5720506,11370.260755381
35000,23.194,1782445738.5720515,11371.260756145
35000,23.194,1782445739.5720522,11372.260757313
35001,21.767,1782445740.5720525,11373.260757093
35002,22.483,1782445741.572048,11374.260752686
35002,22.483,1782445742.5720656,11375.260770519
35002,22.483,1782445743.5720925,11376.260797262
35003,22.483,1782445744.572098,11377.260802726
35003,22.199,1782445745.5721412,11378.260845682
35003,22.199,1782445746.5721056,11379.260810317
35003,22.199,1782445747.572057,11380.260761733
35004,22.077,1782445748.572096,11381.260800798
35006,23.064,1782445749.5720518,11382.260756439
35006,23.064,1782445750.572047,11383.26075176
35008,24.776,1782445751.5720963,11384.260801137
35010,25.218,1782445752.5720778,11385.260782687
35010,27.313,1782445753.5720942,11386.260798804
35010,27.313,1782445754.5721302,11387.260834889
35011,26.757,1782445755.5720906,11388.260795353
35013,26.873,1782445756.5720499,11389.260754645
35013,27.031,1782445757.5720427,11390.260747497
35013,27.031,1782445758.5720968,11391.260801424
35014,27.031,1782445759.5720873,11392.26079194
35015,26.192,1782445760.5720756,11393.260780133
35015,26.192,1782445761.5721278,11394.26083251
35015,26.192,1782445762.5721262,11395.260830795
35016,24.838,1782445763.572104,11396.260808623
35016,24.838,1782445764.5720818,11397.260786477
35017,29.539,1782445765.572091,11398.260795943
35018,30.317,1782445766.572053,11399.260757606
35018,30.317,1782445767.5720518,11400.260756414
35019,30.908,1782445768.5720887,11401.260793422
35019,30.908,1782445769.572073,11402.260777538
35020,37.091,1782445770.5720563,11403.260760945
35021,37.416,1782445771.5721505,11404.260855232
35021,37.416,1782445772.5720778,11405.260782539
35021,37.416,1782445773.5720935,11406.260798164
35023,37.416,1782445774.572052,11407.260756553
35024,42.062,1782445775.5720534,11408.26075816
35024,41.476,1782445776.572054,11409.26075856
35025,42.126,1782445777.5720527,11410.260757299
35025,42.126,1782445778.5720506,11411.260755437
35025,42.126,1782445779.5720875,11412.26079219
35026,38.97,1782445780.5721526,11413.260857369
35026,38.97,1782445781.5721154,11414.260820081
35027,38.396,1782445782.572125,11415.26082964
35027,38.396,1782445783.5721178,11416.260822715
35027,38.396,1782445784.5720842,11417.260788905
35027,38.396,1782445785.5720847,11418.260789459
35027,38.396,1782445786.572079,11419.260784049
35027,38.396,1782445787.5720782,11420.26078307
35027,38.396,1782445788.5720515,11421.26075622
35029,30.878,1782445789.5720828,11422.260787385
35029,30.878,1782445790.5720487,11423.26075336
35030,31.506,1782445791.572048,11424.260752534
35030,31.506,1782445792.5721216,11425.260826241
35030,31.506,1782445793.5721273,11426.260831865
35031,29.535,1782445794.572136,11427.260840959
35031,29.535,1782445795.5721347,11428.260839415
35033,30.823,1782445796.5720952,11429.260799872
35033,30.823,1782445797.5721433,11430.260848864
35033,30.823,1782445798.5720878,11431.260792483
35034,30.011,1782445799.5720925,11432.26079746
35034,30.011,1782445800.57214,11433.260845052
35034,30.011,1782445801.572126,11434.260831084
35034,30.011,1782445802.5721257,11435.260830476
35035,28.355,1782445803.572126,11436.26083078
35035,28.355,1782445804.5721169,11437.260821365
35035,28.355,1782445805.572087,11438.260791916
35036,28.355,1782445806.572081,11439.260785961
35036,26.907,1782445807.572131,11440.260835435
35036,26.907,1782445808.5721335,11441.260838248
35036,26.907,1782445809.5721273,11442.26083185
35036,26.907,1782445810.5721319,11443.260836417
35036,26.907,1782445811.5721238,11444.260828218
35036,26.907,1782445812.5721297,11445.260834403
35036,26.907,1782445813.5721486,11446.260853024
35036,26.907,1782445814.5720766,11447.260781303
35036,26.907,1782445815.5721056,11448.260810594
35036,26.907,1782445816.5721316,11449.260836305
35036,26.907,1782445817.5720654,11450.26077004
35036,26.907,1782445818.5720754,11451.260779837
35037,21.415,1782445819.572102,11452.26080821
35037,21.415,1782445820.5720973,11453.260802407
35038,21.415,1782445821.5720487,11454.26075325
35038,20.977,1782445822.5720794,11455.260783961
35038,20.977,1782445823.5720863,11456.260791003
35038,20.977,1782445824.572051,11457.26075574
35038,20.977,1782445825.5720513,11458.260755808
35039,20.977,1782445826.5720477,11459.260752415
35040,20.156,1782445827.5720499,11460.260754548
35040,20.156,1782445828.572049,11461.260753742
35040,20.156,1782445829.5720499,11462.260754499
35040,20.156,1782445830.5720496,11463.260754287
35040,20.156,1782445831.5720503,11464.260755174
35040,20.156,1782445832.5720503,11465.260755321
35041,20.156,1782445833.5720513,11466.260755906
35041,19.031,1782445834.5720527,11467.260757372
35041,19.031,1782445835.5720816,11468.260786863
35042,19.385,1782445836.572125,11469.26082971
35042,19.385,1782445837.5720809,11470.260785689
35043,18.125,1782445838.5720768,11471.260781576
35043,18.125,1782445839.5721273,11472.260831901
35044,17.905,1782445840.5720837,11473.260788446
35044,17.905,1782445841.5720816,11474.260786285
35044,17.905,1782445842.572046,11475.260750822
35045,17.905,1782445843.5720546,11476.260759462
35045,17.656,1782445844.572049,11477.260753703
35045,17.656,1782445845.572093,11478.260797629
35045,17.656,1782445846.572046,11479.260750854
35045,17.656,1782445847.5720563,11480.260761183
35046,17.24,1782445848.5720916,11481.260796522
35047,18.789,1782445849.572081,11482.260785921
35048,18.789,1782445850.572083,11483.260787699
35048,19.146,1782445851.5720909,11484.260795624
35048,19.146,1782445852.5720954,11485.260800709
35048,19.146,1782445853.5721328,11486.260837477
35048,19.146,1782445854.5720954,11487.260800623
35048,19.146,1782445855.572136,11488.260840734
35048,19.146,1782445856.5721393,11489.260843861
35048,19.146,1782445857.5720851,11490.260790053
35048,19.146,1782445858.572128,11491.260832719
35048,19.146,1782445858.735242,11492.260823428
35049,16.371,1782445859.7352579,11493.260839262
35049,16.371,1782445860.7352078,11494.26078886
35049,16.371,1782445861.7352173,11495.260798793
35049,16.371,1782445862.735213,11496.260794289
35049,16.371,1782445863.735242,11497.260823201
35049,16.371,1782445864.7351751,11498.260756536
35050,15.719,1782445865.7352164,11499.260797773
35050,15.719,1782445866.7352114,11500.260792679
35051,15.719,1782445867.7352045,11501.260785602
35052,16.291,1782445868.7352123,11502.260793678
35052,16.291,1782445869.7352107,11503.260792012
35053,15.822,1782445870.7352061,11504.260787531
35053,15.822,1782445871.7352548,11505.260836027
35053,15.822,1782445872.7351954,11506.260776633
35054,16.007,1782445873.7352278,11507.260809207
35054,16.007,1782445874.7351751,11508.26075634
35054,16.007,1782445875.7352207,11509.260802149
35055,16.095,1782445876.7352097,11510.260791009
35055,16.095,1782445877.7351735,11511.260754801
35056,18.978,1782445878.7352028,11512.260784132
35056,18.978,1782445879.735183,11513.260764577
35056,18.978,1782445880.7351737,11514.260755049
35056,18.978,1782445881.7352734,11515.260854753
35057,18.443,1782445882.7351725,11516.260754533
35057,18.443,1782445883.7351782,11517.260759656
35058,18.443,1782445884.735203,11518.260784307
35058,19.035,1782445885.7352254,11519.260806635
35058,19.035,1782445886.7351756,11520.260757017
35059,19.389,1782445887.7352517,11521.260833071
35059,19.389,1782445888.7351773,11522.260758539
35059,19.389,1782445889.7351737,11523.260754887
35060,19.7,1782445890.735209,11524.260790173
35060,19.7,1782445891.7352195,11525.260800674
35060,19.7,1782445892.7352247,11526.26080645
35062,20.201,1782445893.7352538,11527.260835029
35062,20.201,1782445894.7352095,11528.26079073
35062,20.201,1782445895.7352653,11529.260846625
35062,20.201,1782445896.7352405,11530.260821759
35062,20.201,1782445897.735246,11531.260827023
35062,20.201,1782445898.7351933,11532.260775585
35063,18.816,1782445899.73525,11533.260831226
35063,18.816,1782445900.7352183,11534.260799395
35063,18.816,1782445901.735239,11535.260820378
35063,18.816,1782445902.735198,11536.260779382
35063,18.816,1782445903.735219,11537.260800153
35063,18.816,1782445904.7352057,11538.260787018
35063,18.816,1782445905.735257,11539.260838394
35063,18.816,1782445906.735211,11540.260792397
35063,18.816,1782445907.7351751,11541.260756676
35063,18.816,1782445908.7351801,11542.260761338
35063,18.816,1782445909.7351744,11543.26075621
35063,18.816,1782445910.735205,11544.260786342
35063,18.816,1782445911.7352223,11545.26080355
35063,18.816,1782445912.7352064,11546.2607878
35064,18.816,1782445913.7352135,11547.260794873
35064,15.863,1782445914.735249,11548.260830543
35064,15.863,1782445915.7352488,11549.260830205
35064,15.863,1782445916.7352455,11550.260826764
35064,15.863,1782445917.735244,11551.260825421
35064,15.863,1782445918.7352324,11552.260813463
35065,15.685,1782445919.735219,11553.26080033
35065,15.685,1782445920.735207,11554.260788411
35065,15.685,1782445921.7352118,11555.260793097
35066,15.685,1782445922.7352252,11556.260806378
35067,15.431,1782445923.7351975,11557.260778855
35068,17.455,1782445924.73521,11558.260791842
35068,17.455,1782445925.7352066,11559.260787999
35068,17.455,1782445926.7351744,11560.260755676
35068,17.455,1782445927.7351718,11561.260753601
35068,17.455,1782445928.7352068,11562.260788088
35069,17.644,1782445929.73525,11563.260831108
35070,18.104,1782445930.7352278,11564.260809367
35070,18.104,1782445931.735192,11565.260773667
35070,18.104,1782445932.735175,11566.260756185
35070,18.104,1782445933.7352085,11567.260789622
35070,18.104,1782445934.7352014,11568.260782653
35070,18.104,1782445935.7351725,11569.260753793
35070,18.104,1782445936.7351594,11570.260740682
35070,18.104,1782445937.735217,11571.260798424
35070,18.104,1782445938.7352314,11572.260812819
35071,16.673,1782445939.7352488,11573.260830173
35071,16.673,1782445940.735213,11574.260794382
35071,16.673,1782445941.7352045,11575.260785692
35071,16.673,1782445942.7351851,11576.26076679
35071,16.673,1782445943.7352378,11577.260819171
35071,16.673,1782445944.7352295,11578.260810678
35071,16.673,1782445945.7351716,11579.260753001
35071,16.673,1782445946.7351732,11580.26075469
35072,14.722,1782445947.7352586,11581.260839856
35073,15.05,1782445948.7352066,11582.26078789
35073,15.05,1782445949.7351902,11583.260772086
35073,15.05,1782445950.7352488,11584.260830161
35073,15.05,1782445951.735241,11585.26082235
35073,15.05,1782445952.7351341,11586.260715514
35073,15.05,1782445953.735177,11587.260758218
35075,14.913,1782445954.7352085,11588.260789768
35076,15.453,1782445955.7351742,11589.260755549
35076,15.453,1782445956.7351744,11590.260755628
35077,15.623,1782445957.7352269,11591.26080822
35078,16.044,1782445958.7351828,11592.260764303
35078,16.044,1782445959.735212,11593.260793475
35078,16.044,1782445960.7352102,11594.260791655
35078,16.044,1782445961.7352061,11595.260787398
35079,15.685,1782445962.7351704,11596.260751563
35079,15.685,1782445963.7351716,11597.260752799
35079,15.685,1782445964.7351685,11598.260749757
35079,15.685,1782445965.7352028,11599.260784195
35079,15.685,1782445966.7352107,11600.260792138
35079,15.685,1782445967.7351756,11601.260757142
35080,15.077,1782445968.7351768,11602.260758117
35080,15.077,1782445969.7352471,11603.260828805
35080,15.077,1782445970.7352252,11604.26080679
35080,15.077,1782445971.735251,11605.260832171
35080,15.077,1782445972.7352414,11606.260822866
35082,15.077,1782445973.7352037,11607.260785104
35085,21.976,1782445974.735177,11608.260758294
35085,21.976,1782445975.7352223,11609.260804131
35085,21.976,1782445976.7351756,11610.260756981
35086,21.868,1782445977.735175,11611.260756222
35086,21.868,1782445978.7351649,11612.260746324
35086,21.868,1782445979.735207,11613.260788596
35088,22.132,1782445980.7352471,11614.26082829
35088,22.132,1782445981.7351713,11615.260752564
35089,21.721,1782445982.735175,11616.260756337
35089,21.721,1782445983.735201,11617.260782465
35089,21.721,1782445984.7351835,11618.260764683
35089,21.721,1782445985.7351727,11619.260754091
35089,21.721,1782445986.7352479,11620.260829216
35089,21.721,1782445987.73524,11621.260821185
35090,23.027,1782445988.735242,11622.260823199
35090,23.027,1782445989.7352479,11623.260829283
35090,23.027,1782445990.735259,11624.260840332
35090,23.027,1782445991.7352624,11625.260843687
35090,23.027,1782445992.7352045,11626.260785543
35090,23.027,1782445993.7352676,11627.260848903
35090,23.027,1782445994.7351742,11628.260755412
35090,23.027,1782445995.7352152,11629.260796527
35090,23.027,1782445996.735235,11630.260816438
35090,23.027,1782445997.7352173,11631.260798649
35091,22.312,1782445998.7352083,11632.260789482
35091,22.312,1782445999.7352152,11633.260796504
35091,22.312,1782446000.7352269,11634.260808512
35091,22.312,1782446001.7352304,11635.260811747
35092,21.027,1782446002.735252,11636.260833281
35092,21.027,1782446003.7352035,11637.260784907
35092,21.027,1782446004.7351918,11638.260793875
35092,21.027,1782446005.7352366,11639.260817856
35092,21.027,1782446006.735202,11640.260783452
35092,21.027,1782446007.7352538,11641.260834972
35092,21.027,1782446008.7352421,11642.260823533
35092,21.027,1782446009.7351966,11643.260777957
35092,21.027,1782446010.7352593,11644.260840735
35092,21.027,1782446011.735177,11645.26075834
35092,21.027,1782446012.735212,11646.260793407
35092,21.027,1782446013.7351732,11647.260754446
35093,18.983,1782446014.735258,11648.260839617
35093,18.983,1782446015.735176,11649.260757696
35093,18.983,1782446016.7351751,11650.260756436
35094,19.032,1782446017.7352593,11651.260840719
35094,19.032,1782446018.735201,11652.260782117
35094,19.032,1782446019.7352054,11653.260786705
35094,19.032,1782446020.7351766,11654.260757879
35095,17.067,1782446021.7352052,11655.260786454
35095,17.067,1782446022.7352037,11656.260785089
35095,17.067,1782446023.7352011,11657.260782213
35096,16.859,1782446024.735205,11658.260786226
35096,16.859,1782446025.7351882,11659.260769731
35096,16.859,1782446026.7352586,11660.260839915
35096,16.859,1782446027.7352142,11661.260795683
35096,16.859,1782446028.735174,11662.260755288
35096,16.859,1782446029.735184,11663.260765122
35096,16.859,1782446030.735205,11664.260786084
35096,16.859,1782446031.7352154,11665.26079697
35096,16.859,1782446032.73522,11666.260801704
35097,15.114,1782446033.7352257,11667.260807247
35098,15.114,1782446034.7352533,11668.260834941
35098,15.54,1782446035.7352169,11669.260798162
35099,16.739,1782446036.7352183,11670.260799744
35099,16.739,1782446037.7352247,11671.260806183
35100,17.555,1782446038.7352417,11672.26082308
35100,17.555,1782446039.7352161,11673.260797368
35100,17.555,1782446040.7352047,11674.260785984
35100,17.555,1782446041.7352486,11675.260829995
35101,17.407,1782446042.7352097,11676.260791176
35102,18.016,1782446043.7352118,11677.260793034
35102,18.016,1782446044.7352617,11678.260843115
35102,18.016,1782446045.735182,11679.260763386
35102,18.016,1782446046.7351754,11680.260756884
35103,18.016,1782446047.7351732,11681.260754384
35103,17.615,1782446048.7351816,11682.260762849
35103,17.615,1782446049.7351766,11683.260757916
35104,17.937,1782446050.735209,11684.26079022
35104,17.937,1782446051.7352464,11685.260827916
35104,17.937,1782446052.7352035,11686.260784786
35104,17.937,1782446053.735237,11687.260818168
35104,17.937,1782446054.7352276,11688.260809048
35104,17.937,1782446055.7351959,11689.260777471
35105,14.416,1782446056.7351704,11690.260751636
35105,14.416,1782446057.7351744,11691.260755788
35105,14.416,1782446058.7352057,11692.260787037
35105,14.416,1782446059.735201,11693.260782153
35105,14.416,1782446060.7352147,11694.26079595
35105,14.416,1782446061.7352161,11695.260797541
35105,14.416,1782446062.7351708,11696.260752026
35105,14.416,1782446063.7352495,11697.260830773
35105,14.416,1782446064.7352169,11698.260798208
35106,13.346,1782446065.7352097,11699.260791013
35106,13.346,1782446066.7351792,11700.2607605
35106,13.346,1782446067.735256,11701.260837283
35106,13.346,1782446068.735207,11702.26078849
35106,13.346,1782446069.7351751,11703.260756595
35107,13.272,1782446070.7351732,11704.260754332
35107,13.272,1782446071.7351878,11705.260769975
35107,13.272,1782446072.7351732,11706.260754493
35107,13.272,1782446073.7352438,11707.260825039
35107,13.272,1782446074.7351782,11708.260759718
35107,13.272,1782446075.7351642,11709.260745545
35108,12.123,1782446076.7352114,11710.260792468
35109,12.123,1782446077.7352252,11711.260806702
35109,12.622,1782446078.7351727,11712.260754219
35109,12.622,1782446079.7351732,11713.260754392
35109,12.622,1782446080.735233,11714.260814357
35110,13.678,1782446081.735209,11715.260790354
35110,13.678,1782446082.7352085,11716.260789754
35111,14.013,1782446083.7352023,11717.260783541
35111,14.013,1782446084.735248,11718.2608293
35111,14.013,1782446085.7352524,11719.260833852
35111,14.013,1782446086.7352102,11720.260791458
35112,14.013,1782446087.7352152,11721.26079692
35112,15.256,1782446088.7351737,11722.260755035
35112,15.256,1782446089.735185,11723.260766444
35112,15.256,1782446090.735175,11724.260756422
35113,15.256,1782446091.7351732,11725.260754528
35113,15.151,1782446092.735177,11726.260758362
35113,15.151,1782446093.7351766,11727.260757859
35113,15.151,1782446094.7352066,11728.260787843
35113,15.151,1782446095.7352276,11729.260808855
35113,15.151,1782446096.7351723,11730.260753629
35113,15.151,1782446097.7351751,11731.260756668
35113,15.151,1782446098.7351773,11732.260758661
35113,15.151,1782446099.7352502,11733.26083154
35113,15.151,1782446100.7352176,11734.260799461
35113,15.151,1782446101.7352018,11735.260783063
35114,13.951,1782446102.7352536,11736.260835097
35115,14.373,1782446103.735256,11737.260837439
35116,14.373,1782446104.735217,11738.260798427
35116,15.781,1782446105.7352352,11739.260816631
35116,15.781,1782446106.7351673,11740.260748436
35117,15.626,1782446107.735174,11741.260755047
35117,15.626,1782446108.7352047,11742.260786696
35117,15.626,1782446109.7352011,11743.260782447
35117,15.626,1782446110.7351723,11744.260753587
35117,15.626,1782446111.7351685,11745.260749812
35118,14.994,1782446112.7351797,11746.260761304
35118,14.994,1782446113.7351892,11747.26077071
35118,14.994,1782446114.7351744,11748.260755886
35119,14.66,1782446115.735183,11749.260764313
35121,15.343,1782446116.7351737,11750.260754875
35121,15.31,1782446117.7351847,11751.260766141
35121,15.31,1782446118.7351725,11752.260753939
35121,15.31,1782446119.7352126,11753.260793787
35121,15.31,1782446120.7352157,11754.260796879
35121,15.31,1782446121.7351708,11755.260752146
35121,15.31,1782446122.7352066,11756.260788457
35122,15.013,1782446123.7351732,11757.260754549
35122,15.013,1782446124.7352135,11758.260794901
35122,15.013,1782446125.7351704,11759.260751688
35122,15.013,1782446126.7351696,11760.260750921
35123,14.751,1782446127.7352114,11761.260792714
35123,14.751,1782446128.7351873,11762.260768572
35123,14.751,1782446129.7352135,11763.260794998
35123,14.751,1782446130.7352495,11764.260831181
35123,14.751,1782446131.7352545,11765.260835934
35123,14.751,1782446132.7352796,11766.260860976
35123,14.751,1782446133.7351713,11767.260752626
35123,14.751,1782446134.7352057,11768.260787151
35125,16.168,1782446135.7351727,11769.260754321
35126,17.243,1782446136.7351706,11770.260751902
35126,17.243,1782446137.7351959,11771.26077728
35126,17.243,1782446138.7351773,11772.260758653
35127,17.875,1782446139.735171,11773.260752971
35127,17.875,1782446140.735171,11774.260752553
35127,17.875,1782446141.7351797,11775.26076104
35127,17.875,1782446142.7351756,11776.260757141
35128,17.308,1782446143.7351787,11777.260760202
35128,17.308,1782446144.7352066,11778.260788034
35128,17.308,1782446145.735185,11779.260767117
35129,17.485,1782446146.7351718,11780.26075307
35129,17.485,1782446147.73526,11781.260841349
35129,17.485,1782446148.7352035,11782.260784874
35129,17.485,1782446149.7351725,11783.260753989
35130,17.485,1782446150.735172,11784.260753384
35131,16.594,1782446151.7351716,11785.260752864
35131,17.56,1782446152.7351727,11786.260754257
35133,18.394,1782446153.735235,11787.260816464
35133,21.65,1782446154.7351828,11788.260764198
35134,21.65,1782446155.7352061,11789.260787592
35134,21.428,1782446156.7352178,11790.260799442
35134,21.428,1782446157.7352173,11791.260798848
35134,21.428,1782446158.7352023,11792.26078367
35134,21.428,1782446159.735216,11793.260797166
35134,21.428,1782446160.7351708,11794.260752085
35136,20.842,1782446161.7352142,11795.26079563
35136,20.842,1782446162.7351992,11796.26078063
35136,20.842,1782446163.7352123,11797.260793573
35136,20.842,1782446164.7351897,11798.260771075
35136,20.842,1782446165.735179,11799.260760341
35136,20.842,1782446166.7352035,11800.260784971
35136,20.842,1782446167.7351754,11801.260756685
35137,20.305,1782446168.7351754,11802.260756834
35137,20.305,1782446169.7351727,11803.26075408
35137,20.305,1782446170.7352023,11804.260783595
35137,20.305,1782446171.7351718,11805.260753648
35137,20.305,1782446172.7352078,11806.260789073
35137,20.305,1782446173.7351778,11807.260759203
35137,20.305,1782446174.7351758,11808.260757199
35139,18.984,1782446175.735172,11809.260753367
35141,21.425,1782446176.7352052,11810.260786525
35141,21.425,1782446177.7351754,11811.260756771
35141,21.425,1782446178.7352102,11812.260791545
35141,21.425,1782446179.7351716,11813.260753018
35142,21.491,1782446180.7351732,11814.260754445
35143,21.491,1782446181.735176,11815.260757717
35144,23.97,1782446182.735203,11816.260784388
35144,24.712,1782446183.7352126,11817.260794183
35144,24.712,1782446184.7351737,11818.260755081
35145,22.997,1782446185.7352118,11819.260793048
35145,22.997,1782446186.7351716,11820.260753008
35145,22.997,1782446187.735213,11821.260794352
35145,22.997,1782446188.7351885,11822.260769793
35146,22.658,1782446189.7352717,11823.260853091
35146,22.658,1782446190.7351716,11824.26075303
35146,22.658,1782446191.7351704,11825.260751695
35146,22.658,1782446192.7351787,11826.26076007
35147,22.56,1782446193.7352152,11827.260796378
35147,22.56,1782446194.7352118,11828.260793197
35147,22.56,1782446195.7351732,11829.260754475
35147,22.56,1782446196.7351713,11830.260752763
35147,22.56,1782446197.7351954,11831.260776655
35147,22.56,1782446198.7352502,11832.260831501
35147,22.56,1782446199.735213,11833.260794226
35148,21.01,1782446200.7352078,11834.260789003
35148,21.01,1782446201.7352138,11835.260795153
35149,21.943,1782446202.735174,11836.26075512
35149,21.943,1782446203.7351747,11837.260756104
35149,21.943,1782446204.7351718,11838.260753281
35149,21.943,1782446205.735171,11839.260752486
35150,20.747,1782446206.7352176,11840.260798999
35150,20.747,1782446207.7352128,11841.260794118
35151,20.747,1782446208.7352107,11842.260791956
35151,20.264,1782446209.7352302,11843.260812054
35151,20.264,1782446210.735215,11844.260796219
35151,20.264,1782446211.735213,11845.260794445
35153,20.034,1782446212.7351983,11846.260779439
35154,21.662,1782446213.7352028,11847.260784136
35154,21.662,1782446214.7352073,11848.260788744
35154,21.662,1782446215.735171,11849.260752335
35154,21.662,1782446216.735179,11850.260760355
35154,21.662,1782446217.7351708,11851.260752109
35155,20.824,1782446218.7351735,11852.260754659
35155,20.824,1782446219.7351577,11853.260739108
35155,20.824,1782446220.735204,11854.260785436
35155,20.824,1782446221.735258,11855.26083938
35155,20.824,1782446222.7352126,11856.260793894
35155,20.824,1782446223.7351754,11857.260757342
35156,20.824,1782446224.735204,11858.260785356
35156,19.961,1782446225.7351747,11859.260755839
35156,19.961,1782446226.735186,11860.260767545
35156,19.961,1782446227.73519,11861.26077159
35156,19.961,1782446228.7351785,11862.260759716
35156,19.961,1782446229.7352104,11863.260791882
35157,20.669,1782446230.7352576,11864.260838947
35158,20.669,1782446231.7352362,11865.260817429
35158,20.049,1782446232.7352147,11866.260795817
35160,20.049,1782446233.735212,11867.260793279
35160,21.406,1782446234.735248,11868.260829509
35160,21.406,1782446235.7352138,11869.260795232
35160,21.406,1782446236.7351933,11870.26077475
35160,21.406,1782446237.7351742,11871.260755516
35160,21.406,1782446238.735219,11872.260800615
35160,21.406,1782446239.7352126,11873.260793813
35160,21.406,1782446240.7351725,11874.260753953
35160,21.406,1782446241.7351727,11875.260754308
35162,18.724,1782446242.7351675,11876.260748739
35162,18.724,1782446243.7352514,11877.260832774
35162,18.724,1782446244.735219,11878.260800328
35163,18.141,1782446245.7351875,11879.260768759
35163,18.141,1782446246.735195,11880.260776141
35164,18.141,1782446247.735234,11881.260815303
35164,17.956,1782446248.7352118,11882.260792992
35165,18.916,1782446249.7351725,11883.260753966
35165,18.916,1782446250.7351782,11884.260759548
35165,18.916,1782446251.7352588,11885.260840355
35167,21.764,1782446252.7351706,11886.260751939
35167,21.764,1782446253.7351782,11887.260759445
35167,21.764,1782446254.735169,11888.260750367
35168,21.322,1782446255.7352102,11889.260791554
35170,23.842,1782446256.7352133,11890.260794627
35170,23.842,1782446257.735212,11891.260793287
35170,23.842,1782446258.735179,11892.260760313
35171,24.072,1782446259.7352023,11893.260783639
35172,24.815,1782446260.7351606,11894.260742007
35172,24.815,1782446261.7351632,11895.260744561
35172,24.815,1782446262.735203,11896.260784432
35172,24.815,1782446263.7351742,11897.260755537
35172,24.815,1782446264.7351835,11898.260764804
35172,24.815,1782446265.735214,11899.260795422
35172,24.815,1782446266.7351968,11900.260778688
35172,24.815,1782446267.7351742,11901.26075533
35172,24.815,1782446268.7352672,11902.260848424
35172,24.815,1782446269.7351727,11903.260754188
35172,24.815,1782446270.7352035,11904.260784939
35172,24.815,1782446271.735251,11905.260832315
35172,24.815,1782446272.7352593,11906.260840947
35173,18.783,1782446273.7351966,11907.260778074
35173,18.783,1782446274.73521,11908.260791242
35173,18.783,1782446275.7352448,11909.260826034
35173,18.783,1782446276.7352479,11910.260829051
35173,18.783,1782446277.7352118,11911.260793162
35174,18.818,1782446278.7352057,11912.260786828
35174,18.818,1782446279.735178,11913.260759269
35175,18.818,1782446280.7352026,11914.260784332
35175,20.001,1782446281.735196,11915.260777618
35175,20.001,1782446282.7351758,11916.260757251
35175,20.001,1782446283.7351718,11917.260753384
35175,20.001,1782446284.7352057,11918.260787121
35175,20.001,1782446285.735172,11919.260753525
35175,20.001,1782446286.735206,11920.260787243
35175,20.001,1782446287.7352047,11921.260785852
35175,20.001,1782446288.7352133,11922.26079472
35176,19.127,1782446289.735261,11923.260842252
35176,19.127,1782446290.7351704,11924.260751559
35177,19.064,1782446291.735273,11925.260854428
35178,19.376,1782446292.7352118,11926.260793118
35178,19.376,1782446293.7352242,11927.260805646
35179,19.725,1782446294.735211,11928.260792618
35179,19.725,1782446295.735242,11929.260823391
35179,19.725,1782446296.7352142,11930.260795738
35179,19.725,1782446297.7352526,11931.260834085
35179,19.725,1782446298.735254,11932.260835348
35179,19.725,1782446299.7352085,11933.260789694
35179,19.725,1782446300.7351756,11934.260757046
35179,19.725,1782446301.7352083,11935.260790082
35179,19.725,1782446302.7352126,11936.260794021
35179,19.725,1782446303.735207,11937.26078853
35179,19.725,1782446304.735172,11938.26075354
35179,19.725,1782446305.7351732,11939.260754498
35180,17.74,1782446306.7352307,11940.260812303
35181,18.388,1782446307.735216,11941.260797272
35181,18.388,1782446308.7351913,11942.260772484
35182,17.625,1782446309.735242,11943.2608232
35182,17.625,1782446310.7352023,11944.26078358
35182,17.625,1782446311.7352033,11945.260784721
35184,17.625,1782446312.735178,11946.260759383
35184,17.678,1782446313.7352495,11947.260830837
35185,18.225,1782446314.7352505,11948.260831664
35186,18.225,1782446315.7352452,11949.260826689
35186,18.59,1782446316.7352629,11950.26084424
35186,18.59,1782446317.7351913,11951.26077269
35186,18.59,1782446318.735241,11952.260822245
35187,17.636,1782446319.735249,11953.26083047
35188,17.636,1782446320.7352204,11954.260801847
35189,18.316,1782446321.735245,11955.260826478
35192,18.182,1782446322.7351923,11956.260774089
35192,22.71,1782446323.7352087,11957.260790101
35193,22.71,1782446324.735216,11958.260797251
35193,23.957,1782446325.7352102,11959.260791614
35193,23.957,1782446326.7351713,11960.260752752
35193,23.957,1782446327.7351742,11961.260755445
35193,23.957,1782446328.7351754,11962.260756816
35194,23.269,1782446329.7351847,11963.260766076
35194,23.269,1782446330.7352045,11964.260785615
35194,23.269,1782446331.7351742,11965.260755498
35195,26.399,1782446332.7351754,11966.260756813
35195,26.399,1782446333.735219,11967.260800337
35197,26.844,1782446334.7351813,11968.260762516
35198,27.364,1782446335.7352152,11969.26079641
